@relation handgrasp_object_detection

@attribute T_y real
@attribute T_p real
@attribute T_r real
@attribute I_y real
@attribute I_p real
@attribute I_r real
@attribute M_y real
@attribute M_p real
@attribute M_r real
@attribute R_y real
@attribute R_p real
@attribute R_r real
@attribute P_y real
@attribute P_p real
@attribute P_r real
@attribute B_y real
@attribute B_p real
@attribute B_r real
@attribute Class {bottle_hold,pen_hold,cup_carry,phone_answer,unleash_pen,screw_driver}

@data
282.38, -12.86, 130.69, 246.54, -14.32, 121.07, 156.22, -4.23, 115.90, 183.94, -14.77, 108.12,267.76, 7.05, 109.09,216.38, 2.61, -1.07,screw_driver
282.41, -12.85, 130.69, 246.57, -14.32, 121.06, 156.30, -4.25, 115.90, 183.95, -14.76, 108.12,267.80, 7.05, 109.07,216.41, 2.64, -1.02,screw_driver
282.44, -12.81, 130.68, 246.60, -14.28, 121.04, 156.36, -4.27, 115.90, 183.96, -14.74, 108.08,267.82, 7.10, 109.03,216.42, 2.78, -1.11,screw_driver
282.45, -12.78, 130.66, 246.61, -14.26, 121.00, 156.40, -4.31, 115.90, 183.95, -14.72, 108.04,267.81, 7.12, 109.01,216.41, 2.83, -1.11,screw_driver
282.46, -12.76, 130.66, 246.61, -14.25, 120.99, 156.44, -4.32, 115.92, 183.92, -14.72, 108.04,267.82, 7.12, 109.01,216.41, 2.87, -1.06,screw_driver
282.45, -12.78, 130.65, 246.60, -14.26, 121.00, 156.48, -4.29, 115.93, 183.87, -14.74, 108.03,267.79, 7.10, 109.03,216.37, 2.84, -1.06,screw_driver
215.80, 83.04, -1.65, 191.91, 74.36, -8.17, 207.19, -38.50, 0.93, 260.27, 55.30, 5.90,284.84, 81.14, 7.57,272.98, 57.66, -53.13,bottle_hold
215.64, 83.03, -1.79, 191.99, 74.36, -8.07, 207.19, -38.50, 0.93, 260.28, 55.38, 5.88,284.64, 81.18, 7.38,272.97, 57.68, -53.16,bottle_hold
215.24, 83.07, -2.21, 191.90, 74.39, -8.14, 207.19, -38.49, 0.91, 260.23, 55.51, 5.75,284.60, 81.28, 7.30,272.96, 57.73, -53.18,bottle_hold
215.04, 83.11, -2.43, 191.82, 74.41, -8.21, 207.20, -38.47, 0.91, 260.21, 55.68, 5.67,284.35, 81.34, 7.03,272.94, 57.75, -53.22,bottle_hold
214.55, 83.13, -2.92, 191.53, 74.42, -8.49, 207.20, -38.44, 0.92, 260.18, 55.73, 5.61,284.26, 81.38, 6.95,272.94, 57.74, -53.24,bottle_hold
214.09, 83.15, -3.39, 191.46, 74.41, -8.55, 207.20, -38.45, 0.91, 260.22, 55.74, 5.62,284.29, 81.40, 7.00,272.95, 57.75, -53.24,bottle_hold
213.66, 83.17, -3.83, 191.30, 74.40, -8.70, 207.20, -38.47, 0.89, 260.21, 55.72, 5.63,284.18, 81.45, 6.90,272.94, 57.76, -53.25,bottle_hold
213.48, 83.19, -4.02, 191.17, 74.40, -8.81, 207.19, -38.47, 0.90, 260.22, 55.75, 5.63,284.25, 81.44, 6.96,272.96, 57.77, -53.24,bottle_hold
213.31, 83.20, -4.19, 191.01, 74.38, -8.96, 207.18, -38.48, 0.89, 260.22, 55.76, 5.63,284.18, 81.43, 6.89,272.97, 57.76, -53.25,bottle_hold
213.07, 83.20, -4.42, 190.88, 74.38, -9.08, 207.18, -38.49, 0.88, 260.24, 55.78, 5.62,284.15, 81.44, 6.87,272.97, 57.76, -53.25,bottle_hold
213.05, 83.22, -4.44, 190.71, 74.39, -9.23, 207.17, -38.49, 0.87, 260.23, 55.81, 5.58,284.07, 81.42, 6.80,272.96, 57.78, -53.28,bottle_hold
212.77, 83.23, -4.72, 190.66, 74.41, -9.27, 207.17, -38.48, 0.85, 260.21, 55.81, 5.57,283.97, 81.42, 6.71,272.97, 57.78, -53.28,bottle_hold
212.53, 83.25, -4.97, 190.53, 74.44, -9.39, 207.17, -38.46, 0.85, 260.17, 55.81, 5.51,283.87, 81.40, 6.61,272.99, 57.79, -53.27,bottle_hold
212.20, 83.26, -5.32, 190.41, 74.47, -9.51, 207.17, -38.43, 0.85, 260.15, 55.82, 5.49,283.84, 81.36, 6.58,273.00, 57.80, -53.27,bottle_hold
212.42, 83.25, -5.07, 190.40, 74.47, -9.49, 207.16, -38.44, 0.85, 260.17, 55.84, 5.50,283.89, 81.37, 6.63,273.02, 57.79, -53.25,bottle_hold
212.50, 83.26, -4.99, 190.30, 74.47, -9.59, 207.16, -38.47, 0.84, 260.17, 55.91, 5.45,283.84, 81.36, 6.57,273.04, 57.79, -53.22,bottle_hold
212.41, 83.27, -5.08, 190.32, 74.50, -9.51, 207.14, -38.46, 0.84, 260.21, 55.80, 5.57,283.84, 81.34, 6.56,273.06, 57.78, -53.20,bottle_hold
212.49, 83.27, -4.98, 190.49, 74.54, -9.28, 207.12, -38.45, 0.85, 260.23, 55.75, 5.63,283.91, 81.24, 6.68,273.06, 57.79, -53.21,bottle_hold
212.66, 83.26, -4.81, 190.57, 74.56, -9.16, 207.12, -38.45, 0.84, 260.28, 55.69, 5.72,283.89, 81.26, 6.66,273.05, 57.79, -53.22,bottle_hold
212.63, 83.27, -4.83, 190.64, 74.57, -9.05, 207.11, -38.45, 0.86, 260.26, 55.72, 5.67,283.87, 81.27, 6.63,273.08, 57.80, -53.20,bottle_hold
212.58, 83.28, -4.89, 190.58, 74.57, -9.08, 207.10, -38.45, 0.86, 260.25, 55.75, 5.66,283.87, 81.25, 6.64,273.10, 57.78, -53.18,bottle_hold
212.40, 83.29, -5.07, 190.70, 74.57, -8.92, 207.09, -38.45, 0.85, 260.25, 55.75, 5.64,283.82, 81.20, 6.61,273.10, 57.78, -53.19,bottle_hold
212.25, 83.29, -5.22, 190.50, 74.57, -9.10, 207.07, -38.45, 0.85, 260.24, 55.75, 5.62,283.85, 81.24, 6.64,273.10, 57.78, -53.19,bottle_hold
212.12, 83.30, -5.34, 190.60, 74.59, -8.95, 207.07, -38.46, 0.84, 260.23, 55.76, 5.61,283.88, 81.26, 6.67,273.10, 57.77, -53.19,bottle_hold
212.32, 83.30, -5.13, 190.60, 74.59, -8.89, 207.04, -38.46, 0.86, 260.24, 55.67, 5.65,283.93, 81.25, 6.75,273.10, 57.77, -53.20,bottle_hold
212.36, 83.28, -5.07, 190.61, 74.58, -8.87, 207.05, -38.45, 0.84, 260.24, 55.76, 5.61,283.82, 81.27, 6.66,273.10, 57.76, -53.21,bottle_hold
212.11, 83.29, -5.33, 190.75, 74.59, -8.69, 207.04, -38.46, 0.84, 260.22, 55.78, 5.58,283.85, 81.31, 6.68,273.10, 57.76, -53.22,bottle_hold
211.92, 83.30, -5.51, 190.89, 74.59, -8.48, 207.02, -38.45, 0.85, 260.24, 55.79, 5.59,283.85, 81.32, 6.70,273.10, 57.76, -53.22,bottle_hold
212.15, 83.27, -5.25, 190.72, 74.58, -8.63, 207.01, -38.46, 0.84, 260.21, 55.81, 5.55,283.82, 81.35, 6.69,273.09, 57.77, -53.23,bottle_hold
212.19, 83.26, -5.19, 190.68, 74.57, -8.65, 206.99, -38.48, 0.83, 260.23, 55.71, 5.60,283.91, 81.37, 6.79,273.09, 57.76, -53.22,bottle_hold
212.34, 83.25, -5.02, 190.63, 74.55, -8.67, 206.98, -38.50, 0.84, 260.27, 55.63, 5.64,283.92, 81.41, 6.81,273.08, 57.76, -53.24,bottle_hold
212.28, 83.24, -5.07, 190.50, 74.55, -8.78, 206.96, -38.52, 0.83, 260.27, 55.57, 5.66,283.96, 81.42, 6.86,273.08, 57.76, -53.23,bottle_hold
212.04, 83.24, -5.32, 190.48, 74.57, -8.77, 206.95, -38.52, 0.81, 260.27, 55.58, 5.64,283.96, 81.47, 6.85,273.08, 57.77, -53.25,bottle_hold
211.79, 83.23, -5.56, 190.32, 74.58, -8.91, 206.94, -38.51, 0.81, 260.26, 55.54, 5.63,283.95, 81.49, 6.86,273.08, 57.76, -53.26,bottle_hold
211.85, 83.22, -5.49, 190.13, 74.59, -9.08, 206.93, -38.52, 0.80, 260.27, 55.55, 5.64,283.95, 81.49, 6.85,273.08, 57.77, -53.26,bottle_hold
211.95, 83.22, -5.37, 190.08, 74.61, -9.11, 206.93, -38.51, 0.79, 260.33, 55.43, 5.76,283.99, 81.47, 6.92,273.08, 57.76, -53.26,bottle_hold
212.08, 83.22, -5.22, 190.05, 74.59, -9.10, 206.93, -38.52, 0.78, 260.34, 55.44, 5.77,283.96, 81.47, 6.92,273.09, 57.76, -53.27,bottle_hold
212.30, 83.22, -4.98, 190.00, 74.60, -9.13, 206.91, -38.54, 0.77, 260.31, 55.45, 5.75,284.00, 81.45, 6.94,273.11, 57.76, -53.25,bottle_hold
212.61, 83.22, -4.65, 190.07, 74.61, -9.02, 206.89, -38.52, 0.78, 260.32, 55.36, 5.81,283.97, 81.42, 6.93,273.13, 57.76, -53.23,bottle_hold
212.46, 83.23, -4.79, 190.13, 74.61, -8.92, 206.87, -38.53, 0.78, 260.31, 55.39, 5.80,283.94, 81.41, 6.90,273.13, 57.77, -53.25,bottle_hold
212.00, 83.23, -5.26, 190.04, 74.61, -9.00, 206.87, -38.52, 0.78, 260.31, 55.35, 5.85,283.88, 81.43, 6.86,273.13, 57.77, -53.26,bottle_hold
211.82, 83.22, -5.44, 190.01, 74.60, -9.00, 206.88, -38.51, 0.78, 260.27, 55.43, 5.79,283.88, 81.43, 6.86,273.15, 57.78, -53.26,bottle_hold
211.47, 83.25, -5.81, 189.76, 74.61, -9.25, 206.87, -38.51, 0.78, 260.25, 55.47, 5.75,283.81, 81.44, 6.79,273.16, 57.78, -53.25,bottle_hold
211.52, 83.27, -5.74, 189.54, 74.60, -9.45, 206.84, -38.50, 0.79, 260.25, 55.44, 5.78,283.80, 81.43, 6.78,273.17, 57.77, -53.24,bottle_hold
211.61, 83.27, -5.64, 189.21, 74.58, -9.81, 206.82, -38.51, 0.80, 260.25, 55.42, 5.80,283.79, 81.44, 6.79,273.17, 57.76, -53.24,bottle_hold
211.39, 83.28, -5.86, 189.16, 74.57, -9.85, 206.82, -38.52, 0.79, 260.23, 55.46, 5.78,283.74, 81.43, 6.73,273.17, 57.76, -53.24,bottle_hold
211.20, 83.28, -6.05, 189.15, 74.57, -9.84, 206.82, -38.53, 0.78, 260.25, 55.53, 5.76,283.75, 81.42, 6.75,273.18, 57.74, -53.24,bottle_hold
211.03, 83.28, -6.23, 189.09, 74.56, -9.88, 206.80, -38.53, 0.78, 260.26, 55.53, 5.78,283.70, 81.42, 6.72,273.17, 57.75, -53.25,bottle_hold
210.80, 83.29, -6.45, 189.04, 74.56, -9.88, 206.80, -38.53, 0.78, 260.24, 55.56, 5.73,283.73, 81.43, 6.74,273.17, 57.75, -53.26,bottle_hold
211.10, 83.27, -6.13, 189.01, 74.56, -9.91, 206.78, -38.54, 0.78, 260.26, 55.44, 5.81,283.74, 81.45, 6.75,273.16, 57.75, -53.27,bottle_hold
210.83, 83.28, -6.42, 189.10, 74.56, -9.77, 206.77, -38.54, 0.76, 260.23, 55.49, 5.76,283.68, 81.47, 6.70,273.17, 57.75, -53.28,bottle_hold
210.96, 83.27, -6.27, 189.13, 74.56, -9.71, 206.77, -38.55, 0.75, 260.20, 55.44, 5.76,283.67, 81.45, 6.71,273.17, 57.76, -53.28,bottle_hold
211.13, 83.25, -6.08, 189.05, 74.55, -9.76, 206.74, -38.57, 0.76, 260.21, 55.45, 5.77,283.71, 81.46, 6.77,273.17, 57.76, -53.28,bottle_hold
211.18, 83.25, -6.02, 188.95, 74.55, -9.86, 206.74, -38.57, 0.75, 260.18, 55.41, 5.76,283.66, 81.46, 6.73,273.17, 57.76, -53.29,bottle_hold
211.06, 83.27, -6.13, 188.74, 74.56, -10.06, 206.73, -38.55, 0.75, 260.18, 55.42, 5.75,283.72, 81.45, 6.80,273.18, 57.74, -53.28,bottle_hold
211.26, 83.28, -5.91, 188.65, 74.55, -10.14, 206.71, -38.55, 0.75, 260.19, 55.40, 5.80,283.73, 81.44, 6.82,273.17, 57.73, -53.28,bottle_hold
211.30, 83.27, -5.86, 188.69, 74.56, -10.08, 206.69, -38.57, 0.75, 260.19, 55.43, 5.79,283.77, 81.44, 6.87,273.18, 57.73, -53.28,bottle_hold
211.50, 83.25, -5.64, 188.84, 74.56, -9.88, 206.68, -38.59, 0.73, 260.17, 55.44, 5.77,283.76, 81.42, 6.86,273.18, 57.70, -53.26,bottle_hold
211.42, 83.25, -5.72, 188.67, 74.54, -10.05, 206.68, -38.59, 0.71, 260.17, 55.44, 5.77,283.76, 81.41, 6.86,273.21, 57.71, -53.24,bottle_hold
211.30, 83.27, -5.84, 188.61, 74.54, -10.09, 206.65, -38.57, 0.72, 260.15, 55.53, 5.71,283.76, 81.40, 6.85,273.22, 57.71, -53.24,bottle_hold
211.40, 83.26, -5.73, 188.79, 74.53, -9.88, 206.66, -38.56, 0.71, 260.14, 55.60, 5.65,283.75, 81.43, 6.85,273.22, 57.72, -53.24,bottle_hold
211.17, 83.26, -5.97, 188.72, 74.54, -9.93, 206.64, -38.58, 0.71, 260.11, 55.49, 5.66,283.77, 81.40, 6.89,273.23, 57.73, -53.23,bottle_hold
211.18, 83.26, -5.94, 188.76, 74.56, -9.86, 206.62, -38.59, 0.71, 260.17, 55.41, 5.78,283.78, 81.37, 6.93,273.24, 57.72, -53.22,bottle_hold
211.55, 83.24, -5.54, 188.90, 74.57, -9.68, 206.61, -38.59, 0.71, 260.15, 55.46, 5.74,283.82, 81.40, 6.95,273.26, 57.70, -53.20,bottle_hold
211.44, 83.25, -5.65, 188.94, 74.59, -9.61, 206.59, -38.60, 0.72, 260.15, 55.43, 5.76,283.85, 81.37, 6.99,273.27, 57.68, -53.18,bottle_hold
211.48, 83.23, -5.61, 188.93, 74.61, -9.59, 206.57, -38.60, 0.73, 260.21, 55.30, 5.91,283.86, 81.35, 7.01,273.28, 57.69, -53.19,bottle_hold
211.34, 83.24, -5.76, 188.97, 74.63, -9.51, 206.58, -38.60, 0.71, 260.19, 55.30, 5.89,283.85, 81.36, 7.00,273.27, 57.68, -53.21,bottle_hold
211.24, 83.22, -5.86, 188.90, 74.63, -9.55, 206.58, -38.59, 0.70, 260.17, 55.29, 5.89,283.84, 81.35, 7.00,273.28, 57.67, -53.21,bottle_hold
211.17, 83.23, -5.93, 188.64, 74.63, -9.82, 206.57, -38.58, 0.71, 260.15, 55.30, 5.87,283.84, 81.37, 6.99,273.28, 57.68, -53.21,bottle_hold
211.28, 83.23, -5.80, 188.72, 74.65, -9.70, 206.56, -38.59, 0.71, 260.14, 55.22, 5.92,283.83, 81.39, 6.99,273.29, 57.68, -53.21,bottle_hold
211.27, 83.24, -5.80, 188.98, 74.65, -9.37, 206.53, -38.60, 0.71, 260.14, 55.26, 5.90,283.80, 81.38, 6.97,273.29, 57.69, -53.21,bottle_hold
211.55, 83.23, -5.48, 188.82, 74.65, -9.52, 206.53, -38.62, 0.70, 260.13, 55.32, 5.86,283.77, 81.37, 6.96,273.29, 57.70, -53.22,bottle_hold
211.52, 83.24, -5.50, 188.89, 74.66, -9.41, 206.52, -38.61, 0.70, 260.13, 55.36, 5.85,283.74, 81.37, 6.95,273.30, 57.69, -53.22,bottle_hold
211.49, 83.25, -5.52, 188.78, 74.66, -9.52, 206.50, -38.61, 0.70, 260.12, 55.42, 5.82,283.73, 81.37, 6.96,273.30, 57.70, -53.22,bottle_hold
211.82, 83.23, -5.18, 188.58, 74.63, -9.71, 206.49, -38.62, 0.70, 260.11, 55.50, 5.77,283.69, 81.36, 6.93,273.29, 57.71, -53.23,bottle_hold
211.67, 83.25, -5.32, 188.54, 74.64, -9.73, 206.49, -38.62, 0.69, 260.08, 55.60, 5.68,283.71, 81.39, 6.94,273.30, 57.73, -53.24,bottle_hold
211.70, 83.25, -5.28, 188.51, 74.64, -9.71, 206.48, -38.62, 0.69, 260.10, 55.54, 5.74,283.70, 81.43, 6.94,273.29, 57.72, -53.25,bottle_hold
211.61, 83.25, -5.37, 188.22, 74.62, -10.02, 206.48, -38.61, 0.68, 260.11, 55.52, 5.73,283.68, 81.42, 6.95,273.31, 57.71, -53.24,bottle_hold
211.73, 83.25, -5.23, 188.33, 74.63, -9.88, 206.47, -38.62, 0.67, 260.12, 55.52, 5.74,283.64, 81.43, 6.91,273.31, 57.72, -53.24,bottle_hold
211.63, 83.26, -5.33, 188.24, 74.63, -9.96, 206.46, -38.62, 0.67, 260.11, 55.57, 5.70,283.64, 81.45, 6.92,273.33, 57.70, -53.22,bottle_hold
211.90, 83.25, -5.04, 188.30, 74.63, -9.89, 206.45, -38.62, 0.67, 260.11, 55.50, 5.74,283.70, 81.48, 6.97,273.33, 57.70, -53.22,bottle_hold
212.11, 83.25, -4.81, 188.26, 74.61, -9.90, 206.44, -38.62, 0.67, 260.10, 55.44, 5.76,283.70, 81.45, 7.00,273.33, 57.69, -53.23,bottle_hold
211.90, 83.23, -5.01, 188.45, 74.65, -9.64, 206.42, -38.65, 0.66, 260.12, 55.44, 5.80,283.72, 81.47, 7.03,273.33, 57.70, -53.23,bottle_hold
211.69, 83.24, -5.22, 188.48, 74.64, -9.60, 206.40, -38.67, 0.66, 260.11, 55.36, 5.81,283.76, 81.49, 7.07,273.32, 57.70, -53.24,bottle_hold
211.49, 83.24, -5.44, 188.45, 74.63, -9.61, 206.40, -38.66, 0.66, 260.11, 55.43, 5.78,283.79, 81.49, 7.10,273.33, 57.69, -53.24,bottle_hold
211.47, 83.23, -5.45, 188.35, 74.64, -9.71, 206.38, -38.66, 0.65, 260.10, 55.44, 5.77,283.80, 81.47, 7.12,273.34, 57.67, -53.24,bottle_hold
211.67, 83.23, -5.23, 188.25, 74.65, -9.80, 206.37, -38.66, 0.65, 260.07, 55.49, 5.71,283.74, 81.46, 7.06,273.35, 57.69, -53.23,bottle_hold
211.64, 83.24, -5.25, 188.16, 74.63, -9.88, 206.35, -38.67, 0.65, 260.06, 55.50, 5.69,283.72, 81.44, 7.07,273.36, 57.69, -53.23,bottle_hold
211.62, 83.25, -5.25, 188.26, 74.62, -9.72, 206.35, -38.69, 0.63, 260.06, 55.48, 5.72,283.69, 81.41, 7.07,273.38, 57.69, -53.22,bottle_hold
211.60, 83.24, -5.26, 188.25, 74.61, -9.71, 206.34, -38.70, 0.62, 260.06, 55.51, 5.70,283.59, 81.41, 6.98,273.38, 57.68, -53.22,bottle_hold
211.73, 83.23, -5.10, 188.10, 74.60, -9.87, 206.33, -38.69, 0.61, 260.04, 55.50, 5.69,283.49, 81.38, 6.90,273.38, 57.68, -53.24,bottle_hold
211.72, 83.23, -5.10, 187.96, 74.61, -10.01, 206.34, -38.67, 0.62, 260.02, 55.51, 5.67,283.46, 81.35, 6.88,273.38, 57.68, -53.24,bottle_hold
211.62, 83.23, -5.19, 188.10, 74.63, -9.83, 206.33, -38.67, 0.61, 260.03, 55.41, 5.73,283.48, 81.35, 6.91,273.38, 57.66, -53.24,bottle_hold
211.46, 83.22, -5.36, 188.11, 74.63, -9.79, 206.31, -38.69, 0.60, 260.01, 55.43, 5.69,283.41, 81.39, 6.85,273.38, 57.66, -53.24,bottle_hold
211.27, 83.23, -5.55, 188.10, 74.63, -9.80, 206.31, -38.70, 0.58, 260.01, 55.44, 5.69,283.34, 81.38, 6.79,273.39, 57.66, -53.24,bottle_hold
211.04, 83.23, -5.79, 188.13, 74.62, -9.73, 206.31, -38.71, 0.57, 260.00, 55.44, 5.68,283.33, 81.38, 6.79,273.38, 57.65, -53.25,bottle_hold
211.03, 83.23, -5.79, 187.90, 74.62, -9.97, 206.31, -38.71, 0.55, 259.99, 55.51, 5.64,283.29, 81.37, 6.77,273.39, 57.65, -53.24,bottle_hold
211.02, 83.25, -5.80, 188.00, 74.64, -9.84, 206.30, -38.69, 0.54, 259.98, 55.53, 5.61,283.26, 81.35, 6.74,273.41, 57.64, -53.22,bottle_hold
210.76, 83.26, -6.07, 187.96, 74.63, -9.87, 206.29, -38.71, 0.53, 259.96, 55.58, 5.57,283.22, 81.34, 6.70,273.43, 57.63, -53.20,bottle_hold
210.94, 83.25, -5.87, 188.00, 74.62, -9.79, 206.27, -38.72, 0.53, 259.97, 55.62, 5.56,283.20, 81.27, 6.69,273.43, 57.61, -53.19,bottle_hold
211.00, 83.24, -5.80, 188.07, 74.61, -9.68, 206.25, -38.73, 0.52, 259.97, 55.67, 5.53,283.15, 81.23, 6.65,273.44, 57.62, -53.19,bottle_hold
210.73, 83.25, -6.10, 187.94, 74.62, -9.82, 206.24, -38.74, 0.52, 259.98, 55.58, 5.60,283.15, 81.24, 6.64,273.46, 57.61, -53.17,bottle_hold
210.37, 83.27, -6.48, 187.92, 74.62, -9.80, 206.22, -38.73, 0.52, 260.03, 55.51, 5.68,283.16, 81.24, 6.65,273.46, 57.61, -53.18,bottle_hold
210.19, 83.27, -6.66, 187.75, 74.62, -9.98, 206.22, -38.73, 0.50, 260.02, 55.53, 5.65,283.09, 81.27, 6.59,273.46, 57.62, -53.19,bottle_hold
210.11, 83.29, -6.73, 187.87, 74.62, -9.82, 206.21, -38.72, 0.50, 260.02, 55.54, 5.65,283.13, 81.29, 6.63,273.47, 57.61, -53.18,bottle_hold
209.98, 83.29, -6.86, 187.80, 74.62, -9.88, 206.19, -38.73, 0.51, 260.06, 55.46, 5.74,283.13, 81.30, 6.64,273.48, 57.61, -53.18,bottle_hold
210.18, 83.30, -6.65, 187.69, 74.62, -9.98, 206.19, -38.74, 0.50, 260.07, 55.48, 5.74,283.09, 81.26, 6.63,273.49, 57.60, -53.18,bottle_hold
210.24, 83.28, -6.55, 187.72, 74.56, -9.90, 206.17, -38.75, 0.50, 260.05, 55.53, 5.69,283.13, 81.23, 6.68,273.50, 57.58, -53.17,bottle_hold
210.57, 83.27, -6.21, 187.66, 74.56, -9.95, 206.15, -38.75, 0.50, 260.03, 55.57, 5.64,283.13, 81.24, 6.68,273.50, 57.59, -53.17,bottle_hold
210.85, 83.29, -5.91, 187.79, 74.58, -9.78, 206.13, -38.76, 0.51, 260.07, 55.56, 5.67,283.15, 81.26, 6.70,273.50, 57.59, -53.17,bottle_hold
210.75, 83.31, -6.02, 187.72, 74.57, -9.85, 206.12, -38.75, 0.49, 260.09, 55.61, 5.68,283.13, 81.31, 6.65,273.52, 57.61, -53.16,bottle_hold
210.67, 83.31, -6.11, 187.67, 74.59, -9.88, 206.10, -38.74, 0.49, 260.07, 55.62, 5.66,283.07, 81.29, 6.61,273.52, 57.62, -53.17,bottle_hold
210.80, 83.30, -5.96, 187.63, 74.58, -9.90, 206.09, -38.73, 0.50, 260.09, 55.62, 5.68,283.09, 81.24, 6.65,273.52, 57.61, -53.17,bottle_hold
210.83, 83.31, -5.92, 187.59, 74.57, -9.93, 206.08, -38.72, 0.50, 260.15, 55.51, 5.78,283.04, 81.20, 6.62,273.53, 57.61, -53.17,bottle_hold
210.79, 83.30, -5.96, 187.59, 74.57, -9.92, 206.07, -38.76, 0.48, 260.13, 55.58, 5.72,283.07, 81.21, 6.65,273.54, 57.59, -53.15,bottle_hold
211.01, 83.29, -5.71, 187.60, 74.59, -9.90, 206.05, -38.76, 0.48, 260.14, 55.52, 5.76,283.08, 81.25, 6.67,273.53, 57.58, -53.17,bottle_hold
210.99, 83.27, -5.71, 187.59, 74.58, -9.89, 206.07, -38.74, 0.48, 260.12, 55.54, 5.72,283.02, 81.26, 6.63,273.54, 57.59, -53.17,bottle_hold
210.93, 83.27, -5.76, 187.73, 74.60, -9.70, 206.07, -38.72, 0.48, 260.13, 55.50, 5.75,283.02, 81.25, 6.63,273.55, 57.62, -53.17,bottle_hold
210.89, 83.25, -5.80, 187.72, 74.62, -9.68, 206.06, -38.72, 0.48, 260.10, 55.45, 5.74,282.94, 81.21, 6.57,273.55, 57.62, -53.18,bottle_hold
210.68, 83.26, -6.01, 187.64, 74.60, -9.76, 206.05, -38.74, 0.47, 260.08, 55.52, 5.69,282.92, 81.23, 6.55,273.55, 57.62, -53.18,bottle_hold
210.48, 83.26, -6.22, 187.60, 74.59, -9.80, 206.03, -38.74, 0.47, 260.07, 55.53, 5.67,282.92, 81.24, 6.54,273.57, 57.63, -53.17,bottle_hold
210.43, 83.27, -6.28, 187.41, 74.58, -10.00, 206.03, -38.73, 0.47, 260.10, 55.51, 5.73,282.93, 81.25, 6.55,273.59, 57.61, -53.15,bottle_hold
210.73, 83.27, -5.95, 187.43, 74.58, -9.93, 206.01, -38.74, 0.48, 260.11, 55.56, 5.71,282.90, 81.20, 6.54,273.59, 57.62, -53.15,bottle_hold
210.75, 83.26, -5.91, 187.39, 74.58, -9.94, 206.00, -38.73, 0.48, 260.11, 55.57, 5.71,282.80, 81.12, 6.48,273.59, 57.60, -53.16,bottle_hold
210.70, 83.26, -5.96, 187.23, 74.56, -10.11, 206.00, -38.72, 0.48, 260.10, 55.59, 5.70,282.76, 81.06, 6.47,273.60, 57.61, -53.16,bottle_hold
210.88, 83.26, -5.75, 187.33, 74.56, -9.97, 205.99, -38.72, 0.48, 260.12, 55.60, 5.72,282.81, 81.09, 6.52,273.61, 57.64, -53.17,bottle_hold
210.65, 83.29, -6.00, 187.31, 74.56, -9.98, 205.97, -38.73, 0.48, 260.10, 55.66, 5.65,282.84, 81.13, 6.54,273.60, 57.65, -53.18,bottle_hold
210.69, 83.29, -5.95, 187.06, 74.55, -10.25, 205.96, -38.72, 0.48, 260.09, 55.72, 5.60,282.85, 81.15, 6.54,273.61, 57.64, -53.17,bottle_hold
210.56, 83.29, -6.09, 187.18, 74.56, -10.08, 205.94, -38.72, 0.48, 260.08, 55.70, 5.57,282.88, 81.18, 6.58,273.61, 57.63, -53.17,bottle_hold
210.48, 83.29, -6.16, 187.25, 74.54, -9.99, 205.94, -38.71, 0.48, 260.13, 55.60, 5.66,282.90, 81.21, 6.61,273.62, 57.64, -53.18,bottle_hold
210.60, 83.28, -6.01, 187.19, 74.53, -10.04, 205.92, -38.72, 0.47, 260.13, 55.58, 5.67,282.90, 81.22, 6.62,273.62, 57.61, -53.18,bottle_hold
210.61, 83.27, -5.99, 187.25, 74.55, -9.94, 205.91, -38.73, 0.46, 260.12, 55.56, 5.66,282.91, 81.25, 6.65,273.62, 57.61, -53.18,bottle_hold
210.42, 83.28, -6.19, 187.15, 74.55, -10.04, 205.91, -38.72, 0.45, 260.14, 55.53, 5.69,282.89, 81.26, 6.64,273.61, 57.61, -53.21,bottle_hold
210.50, 83.28, -6.09, 186.92, 74.53, -10.28, 205.90, -38.70, 0.46, 260.17, 55.46, 5.75,282.92, 81.28, 6.68,273.62, 57.62, -53.21,bottle_hold
210.78, 83.29, -5.79, 187.06, 74.53, -10.11, 205.89, -38.70, 0.47, 260.19, 55.40, 5.80,282.95, 81.31, 6.72,273.62, 57.61, -53.20,bottle_hold
211.18, 83.29, -5.35, 187.15, 74.56, -9.98, 205.88, -38.72, 0.45, 260.17, 55.40, 5.78,282.94, 81.32, 6.71,273.63, 57.61, -53.20,bottle_hold
211.15, 83.30, -5.38, 186.94, 74.56, -10.20, 205.87, -38.72, 0.44, 260.15, 55.45, 5.73,283.00, 81.31, 6.77,273.63, 57.63, -53.20,bottle_hold
211.09, 83.30, -5.44, 186.89, 74.58, -10.22, 205.85, -38.70, 0.45, 260.17, 55.44, 5.76,283.00, 81.31, 6.77,273.64, 57.61, -53.20,bottle_hold
210.93, 83.30, -5.61, 186.71, 74.61, -10.40, 205.85, -38.70, 0.45, 260.15, 55.42, 5.74,282.99, 81.29, 6.76,273.64, 57.61, -53.19,bottle_hold
210.87, 83.30, -5.67, 186.57, 74.60, -10.54, 205.83, -38.68, 0.46, 260.16, 55.40, 5.76,282.93, 81.24, 6.72,273.65, 57.59, -53.19,bottle_hold
